fault_type,priority,distance_km,hour_of_day,is_weekend,historical_fault_count,resolution_minutes
ISINMA,ORTA,24.91,23,0,1,122.0
ISINMA,ORTA,0.3,21,0,0,105.0
DONANIM,YUKSEK,1.41,7,0,2,190.0
BELIRSIZ,ORTA,11.97,12,0,1,100.7
ISINMA,ORTA,7.11,3,0,2,246.3
ISINMA,DUSUK,14.93,7,1,0,81.1
BELIRSIZ,DUSUK,2.1,1,0,2,161.3
BELIRSIZ,YUKSEK,3.56,21,1,2,178.7
DONANIM,KRITIK,1.71,5,0,0,157.6
YAZILIM,ORTA,4.35,17,0,0,78.4
BELIRSIZ,DUSUK,0.3,22,0,0,158.2
BAGLANTI,DUSUK,0.76,22,1,2,163.1
BELIRSIZ,ORTA,9.53,17,0,0,231.7
DONANIM,YUKSEK,2.94,17,1,1,154.0
DONANIM,ORTA,6.81,0,0,2,160.2
ISINMA,KRITIK,1.53,4,0,3,87.8
DONANIM,YUKSEK,8.62,8,0,1,215.8
ISINMA,YUKSEK,10.22,20,0,0,157.9
ISINMA,DUSUK,1.26,10,0,0,96.9
GUC_KESINTISI,YUKSEK,0.3,21,1,2,129.3
YAZILIM,DUSUK,9.88,11,0,1,59.0
BAGLANTI,ORTA,29.7,9,0,2,25.0
DONANIM,ORTA,1.69,15,0,1,97.5
BELIRSIZ,DUSUK,12.42,2,1,1,274.6
ISINMA,DUSUK,7.79,21,0,0,133.8
BAGLANTI,YUKSEK,14.69,11,0,1,163.4
DONANIM,YUKSEK,16.41,16,0,2,64.8
GUC_KESINTISI,YUKSEK,11.62,18,0,0,184.9
BELIRSIZ,ORTA,7.17,1,1,3,246.3
BAGLANTI,KRITIK,13.88,0,1,4,79.7
GUC_KESINTISI,YUKSEK,7.3,13,0,2,60.7
BELIRSIZ,ORTA,7.18,7,0,1,142.6
ISINMA,ORTA,11.17,0,0,0,80.5
BAGLANTI,ORTA,5.91,5,0,2,180.2
GUC_KESINTISI,ORTA,1.92,16,0,0,127.6
ISINMA,DUSUK,11.92,18,0,1,72.2
BELIRSIZ,DUSUK,11.68,7,0,1,51.1
GUC_KESINTISI,YUKSEK,1.04,11,0,0,131.7
GUC_KESINTISI,YUKSEK,7.44,0,0,1,89.3
BELIRSIZ,ORTA,4.07,1,1,0,142.3
YAZILIM,YUKSEK,6.22,18,1,1,91.3
YAZILIM,DUSUK,0.93,18,0,0,40.6
ISINMA,ORTA,0.3,22,0,2,132.8
BAGLANTI,DUSUK,6.6,11,1,0,70.8
BAGLANTI,KRITIK,6.92,16,0,3,87.8
BELIRSIZ,DUSUK,1.24,7,0,6,110.4
GUC_KESINTISI,YUKSEK,14.14,22,1,3,222.7
BAGLANTI,ORTA,8.63,19,1,1,76.9
DONANIM,YUKSEK,42.94,9,0,0,134.8
ISINMA,ORTA,45.0,5,0,0,91.9
BELIRSIZ,ORTA,3.82,12,1,0,63.0
YAZILIM,ORTA,6.6,15,1,0,52.8
BELIRSIZ,DUSUK,0.77,12,1,1,92.1
GUC_KESINTISI,KRITIK,10.47,23,1,1,152.6
BAGLANTI,KRITIK,3.63,8,0,1,54.8
BAGLANTI,ORTA,3.22,9,0,1,108.8
ISINMA,YUKSEK,2.6,1,0,1,122.2
BAGLANTI,YUKSEK,3.3,23,0,1,157.4
BELIRSIZ,DUSUK,3.46,17,0,0,118.0
DONANIM,ORTA,6.81,1,0,0,213.4
BAGLANTI,YUKSEK,4.66,13,1,1,50.5
ISINMA,YUKSEK,4.56,11,0,0,116.4
BAGLANTI,YUKSEK,0.43,1,0,1,77.9
ISINMA,YUKSEK,3.41,13,0,1,100.2
GUC_KESINTISI,ORTA,4.78,8,0,0,134.8
GUC_KESINTISI,ORTA,2.93,19,0,1,124.9
YAZILIM,DUSUK,9.66,11,1,1,69.6
DONANIM,YUKSEK,2.28,7,0,1,102.5
BAGLANTI,DUSUK,10.43,9,0,2,130.6
DONANIM,ORTA,1.56,17,0,1,135.6
ISINMA,KRITIK,6.34,19,0,1,89.0
BAGLANTI,ORTA,7.65,19,0,3,146.7
BAGLANTI,ORTA,17.87,15,0,2,70.2
GUC_KESINTISI,KRITIK,0.72,13,0,1,113.2
BELIRSIZ,ORTA,27.56,0,1,1,209.3
DONANIM,DUSUK,16.22,12,0,1,206.6
DONANIM,YUKSEK,2.29,19,0,1,111.2
GUC_KESINTISI,YUKSEK,6.79,23,0,1,115.6
YAZILIM,DUSUK,2.9,18,0,0,73.8
GUC_KESINTISI,YUKSEK,10.35,9,0,0,88.1
BELIRSIZ,ORTA,12.35,14,1,3,163.9
BAGLANTI,ORTA,6.46,21,1,1,191.7
GUC_KESINTISI,ORTA,5.29,12,1,1,90.2
YAZILIM,ORTA,2.51,3,1,2,99.6
DONANIM,KRITIK,2.06,7,1,1,242.5
YAZILIM,ORTA,27.77,20,1,3,88.1
GUC_KESINTISI,KRITIK,8.9,0,0,0,193.6
ISINMA,ORTA,2.6,0,0,2,236.0
YAZILIM,YUKSEK,1.76,19,0,1,41.4
DONANIM,ORTA,17.81,19,0,1,266.5
BELIRSIZ,DUSUK,8.54,18,0,0,142.5
BELIRSIZ,ORTA,2.17,7,0,0,246.2
DONANIM,ORTA,0.3,13,0,0,223.6
BELIRSIZ,ORTA,13.38,21,1,1,140.3
ISINMA,ORTA,9.55,11,0,0,135.2
BAGLANTI,KRITIK,5.92,21,1,3,166.8
YAZILIM,ORTA,3.87,1,0,1,40.9
GUC_KESINTISI,YUKSEK,9.16,4,0,0,125.0
BAGLANTI,ORTA,6.5,17,0,2,54.9
BELIRSIZ,ORTA,15.54,18,0,1,207.3
BAGLANTI,ORTA,2.27,15,0,1,107.4
YAZILIM,DUSUK,33.2,21,0,2,40.8
DONANIM,YUKSEK,2.01,14,0,4,151.6
BAGLANTI,ORTA,2.69,12,1,0,43.9
YAZILIM,ORTA,0.79,4,0,1,103.7
YAZILIM,DUSUK,9.23,14,0,1,157.3
DONANIM,DUSUK,22.18,3,1,2,358.6
ISINMA,YUKSEK,15.19,17,0,2,197.8
DONANIM,DUSUK,6.36,6,0,1,176.2
GUC_KESINTISI,KRITIK,6.01,2,1,1,124.6
GUC_KESINTISI,ORTA,32.83,1,0,1,124.5
DONANIM,ORTA,3.97,23,0,0,167.3
DONANIM,DUSUK,15.68,1,1,0,215.0
ISINMA,ORTA,4.5,16,1,0,147.7
BELIRSIZ,ORTA,9.98,0,0,1,134.0
DONANIM,ORTA,28.58,18,0,0,162.0
GUC_KESINTISI,KRITIK,18.39,15,0,3,124.5
GUC_KESINTISI,YUKSEK,2.9,22,0,1,118.0
GUC_KESINTISI,KRITIK,12.84,6,0,1,86.1
YAZILIM,ORTA,3.16,21,1,0,60.5
DONANIM,ORTA,1.03,0,0,1,197.4
GUC_KESINTISI,YUKSEK,6.27,1,1,0,102.4
BELIRSIZ,YUKSEK,9.63,11,1,1,214.9
ISINMA,ORTA,5.53,16,0,1,142.2
ISINMA,ORTA,1.22,3,1,2,164.9
ISINMA,KRITIK,0.98,4,0,0,71.4
ISINMA,KRITIK,12.48,6,0,2,134.1
DONANIM,YUKSEK,6.43,23,1,1,277.6
BELIRSIZ,ORTA,7.43,6,0,3,119.9
GUC_KESINTISI,YUKSEK,21.09,17,1,0,98.6
GUC_KESINTISI,YUKSEK,6.4,19,1,1,79.6
ISINMA,KRITIK,22.05,2,1,0,117.9
YAZILIM,YUKSEK,15.9,7,0,3,59.2
BELIRSIZ,ORTA,0.85,2,0,5,153.0
ISINMA,YUKSEK,8.08,12,0,0,74.3
GUC_KESINTISI,DUSUK,4.24,23,1,0,178.4
DONANIM,DUSUK,13.05,18,0,2,167.7
YAZILIM,DUSUK,0.65,17,0,1,96.1
BAGLANTI,YUKSEK,8.27,10,1,2,60.6
ISINMA,YUKSEK,8.7,18,1,5,102.4
GUC_KESINTISI,YUKSEK,2.9,22,1,1,89.3
YAZILIM,ORTA,3.56,2,1,1,32.5
BAGLANTI,DUSUK,0.85,18,0,3,68.1
ISINMA,YUKSEK,10.92,9,0,0,98.0
BELIRSIZ,YUKSEK,2.65,4,1,0,205.3
BELIRSIZ,ORTA,0.3,0,0,2,205.8
YAZILIM,ORTA,20.24,4,0,1,43.8
YAZILIM,DUSUK,1.1,12,1,2,80.5
YAZILIM,ORTA,0.93,11,1,2,94.9
DONANIM,YUKSEK,3.58,21,1,1,167.5
DONANIM,ORTA,5.01,3,0,1,264.8
BAGLANTI,KRITIK,14.07,14,0,1,102.2
BELIRSIZ,ORTA,24.47,22,1,0,181.3
YAZILIM,YUKSEK,7.49,18,0,3,80.9
YAZILIM,ORTA,0.56,19,0,1,67.5
BELIRSIZ,YUKSEK,1.13,11,0,2,168.1
ISINMA,ORTA,1.14,9,0,0,98.8
BAGLANTI,YUKSEK,5.46,5,1,1,172.9
BELIRSIZ,DUSUK,5.88,9,0,4,162.4
YAZILIM,DUSUK,20.86,23,1,1,97.7
BAGLANTI,ORTA,1.68,1,0,1,89.5
DONANIM,KRITIK,0.3,10,1,4,259.7
YAZILIM,DUSUK,18.27,14,1,2,77.8
BELIRSIZ,ORTA,3.42,23,0,2,244.3
GUC_KESINTISI,ORTA,0.69,6,1,0,89.6
DONANIM,ORTA,8.98,7,1,0,149.7
YAZILIM,DUSUK,0.54,15,0,0,81.2
YAZILIM,ORTA,2.59,13,0,1,83.8
BELIRSIZ,ORTA,11.06,18,1,0,114.4
ISINMA,DUSUK,3.29,14,0,1,111.4
YAZILIM,YUKSEK,1.05,8,0,1,55.4
BELIRSIZ,YUKSEK,1.13,4,0,1,165.1
BELIRSIZ,DUSUK,6.42,3,0,2,250.0
GUC_KESINTISI,DUSUK,2.19,15,1,2,175.6
BELIRSIZ,DUSUK,3.11,5,0,3,174.3
DONANIM,DUSUK,18.84,5,0,2,257.7
GUC_KESINTISI,YUKSEK,0.43,9,0,2,135.1
ISINMA,YUKSEK,28.9,4,0,1,48.5
GUC_KESINTISI,YUKSEK,22.19,6,1,0,132.5
GUC_KESINTISI,KRITIK,1.08,6,1,0,183.1
ISINMA,YUKSEK,43.31,17,0,0,94.7
GUC_KESINTISI,ORTA,5.41,18,0,1,90.0
GUC_KESINTISI,YUKSEK,4.81,17,0,0,158.8
DONANIM,ORTA,3.38,4,0,3,159.4
YAZILIM,ORTA,11.94,0,0,1,69.5
GUC_KESINTISI,KRITIK,6.88,17,1,2,90.4
DONANIM,YUKSEK,4.45,13,0,3,104.4
BELIRSIZ,ORTA,4.02,12,1,0,201.0
BELIRSIZ,DUSUK,2.72,7,1,2,171.2
GUC_KESINTISI,KRITIK,4.06,9,0,0,168.6
BELIRSIZ,ORTA,2.13,9,1,0,227.9
ISINMA,YUKSEK,2.2,19,1,0,123.9
BAGLANTI,YUKSEK,2.9,12,1,0,94.9
ISINMA,ORTA,5.73,4,0,1,144.3
YAZILIM,ORTA,14.72,7,0,0,69.1
YAZILIM,ORTA,17.94,6,0,1,74.2
ISINMA,ORTA,21.69,8,1,1,98.4
GUC_KESINTISI,ORTA,3.24,4,0,1,159.8
DONANIM,YUKSEK,8.31,15,0,0,112.1
DONANIM,YUKSEK,7.89,8,0,2,270.4
DONANIM,YUKSEK,16.62,1,0,1,140.2
DONANIM,YUKSEK,3.19,3,0,4,213.5
YAZILIM,KRITIK,10.21,7,0,2,78.3
DONANIM,DUSUK,22.34,22,0,4,208.8
BELIRSIZ,ORTA,14.91,22,1,1,168.7
ISINMA,DUSUK,15.68,4,0,0,93.8
DONANIM,YUKSEK,12.87,18,0,2,105.3
BELIRSIZ,ORTA,11.87,15,0,0,126.6
BELIRSIZ,ORTA,1.85,21,0,1,200.6
ISINMA,YUKSEK,45.0,11,0,0,134.2
BELIRSIZ,ORTA,0.3,8,0,0,78.5
BAGLANTI,DUSUK,7.85,6,0,0,67.8
YAZILIM,DUSUK,2.53,20,0,3,75.3
BAGLANTI,YUKSEK,2.58,22,1,0,31.1
BAGLANTI,YUKSEK,4.22,6,1,0,56.8
BELIRSIZ,YUKSEK,2.22,9,0,1,151.4
YAZILIM,ORTA,6.82,10,0,1,69.8
BAGLANTI,YUKSEK,17.58,5,1,1,127.8
BELIRSIZ,DUSUK,0.62,16,1,1,143.2
BELIRSIZ,YUKSEK,5.76,17,0,2,127.6
YAZILIM,ORTA,3.58,21,0,2,76.2
YAZILIM,YUKSEK,5.11,21,1,2,83.2
ISINMA,DUSUK,15.13,17,0,0,117.5
BAGLANTI,DUSUK,12.92,23,0,1,103.8
BAGLANTI,DUSUK,8.61,0,1,1,98.0
GUC_KESINTISI,DUSUK,1.65,3,0,1,160.6
ISINMA,ORTA,11.25,8,0,2,59.3
ISINMA,YUKSEK,6.35,8,0,0,73.3
GUC_KESINTISI,ORTA,11.39,9,0,2,116.8
DONANIM,DUSUK,3.46,18,0,1,235.2
ISINMA,ORTA,6.85,9,0,1,160.1
BAGLANTI,ORTA,0.46,3,0,0,127.6
BAGLANTI,ORTA,11.35,12,1,0,59.3
BELIRSIZ,ORTA,9.7,5,0,1,149.9
BELIRSIZ,DUSUK,4.47,15,0,0,121.8
ISINMA,YUKSEK,2.4,11,1,1,76.4
BAGLANTI,YUKSEK,14.58,7,1,5,59.6
BELIRSIZ,KRITIK,5.81,9,0,3,145.6
BELIRSIZ,DUSUK,15.09,10,0,1,71.7
BAGLANTI,DUSUK,2.34,3,0,1,80.7
BELIRSIZ,ORTA,6.83,10,0,0,149.3
GUC_KESINTISI,ORTA,3.84,8,1,1,82.2
BAGLANTI,YUKSEK,4.47,12,0,2,116.3
BAGLANTI,ORTA,12.86,21,0,0,56.2
BELIRSIZ,DUSUK,0.3,17,1,0,34.7
GUC_KESINTISI,YUKSEK,5.69,19,0,0,99.8
BELIRSIZ,KRITIK,5.62,2,0,1,107.6
GUC_KESINTISI,DUSUK,6.38,14,1,1,231.0
BAGLANTI,ORTA,14.96,19,0,1,70.9
YAZILIM,ORTA,0.48,12,0,1,59.4
BAGLANTI,ORTA,1.5,7,1,5,144.9
DONANIM,YUKSEK,0.41,17,0,1,212.6
DONANIM,ORTA,8.5,18,0,1,165.0
ISINMA,YUKSEK,2.42,0,1,1,113.6
GUC_KESINTISI,YUKSEK,0.91,18,1,8,145.1
BELIRSIZ,ORTA,26.94,22,0,0,80.7
DONANIM,ORTA,7.94,5,0,0,156.2
BAGLANTI,ORTA,23.61,0,1,1,113.0
BAGLANTI,KRITIK,36.41,19,0,0,88.3
DONANIM,DUSUK,31.5,0,0,0,227.9
ISINMA,KRITIK,9.28,20,0,0,71.0
ISINMA,YUKSEK,29.41,0,0,0,219.2
BELIRSIZ,DUSUK,9.79,21,1,1,96.4
BAGLANTI,ORTA,23.72,19,0,2,36.0
BELIRSIZ,KRITIK,2.84,1,0,0,94.6
BELIRSIZ,ORTA,4.66,19,0,0,167.2
ISINMA,YUKSEK,6.35,14,0,1,105.1
BAGLANTI,DUSUK,4.55,18,1,1,82.0
ISINMA,ORTA,8.87,1,0,3,147.4
YAZILIM,DUSUK,11.52,14,1,0,51.5
YAZILIM,DUSUK,3.05,15,0,1,43.6
ISINMA,KRITIK,4.07,15,0,0,168.2
BAGLANTI,YUKSEK,16.65,5,0,2,131.1
YAZILIM,YUKSEK,21.16,20,0,1,39.2
DONANIM,YUKSEK,3.43,10,0,0,162.5
BELIRSIZ,DUSUK,21.02,9,0,0,92.3
BELIRSIZ,DUSUK,8.63,9,0,2,210.3
YAZILIM,DUSUK,0.3,17,0,1,76.6
BELIRSIZ,ORTA,8.87,16,1,0,214.8
YAZILIM,ORTA,8.57,16,0,2,87.0
BAGLANTI,ORTA,25.2,10,1,0,129.5
ISINMA,DUSUK,7.77,6,0,2,90.8
BELIRSIZ,DUSUK,0.74,5,1,2,173.2
ISINMA,KRITIK,15.43,22,0,1,84.9
BELIRSIZ,ORTA,20.37,12,0,0,268.8
BELIRSIZ,YUKSEK,14.31,7,1,1,180.6
ISINMA,DUSUK,14.6,19,0,2,84.4
GUC_KESINTISI,KRITIK,0.74,13,0,1,59.9
YAZILIM,DUSUK,8.44,18,0,1,59.4
ISINMA,DUSUK,9.98,23,1,0,85.2
DONANIM,DUSUK,3.33,7,0,1,118.9
DONANIM,ORTA,0.42,5,0,0,202.8
BAGLANTI,YUKSEK,1.93,2,0,3,119.4
YAZILIM,ORTA,6.21,7,0,0,66.1
YAZILIM,ORTA,3.22,21,0,1,20
ISINMA,YUKSEK,36.49,6,0,2,106.2
BELIRSIZ,DUSUK,5.59,1,0,2,193.7
DONANIM,ORTA,4.89,6,1,1,208.7
DONANIM,ORTA,20.13,17,1,2,198.1
YAZILIM,YUKSEK,19.75,17,0,1,78.7
BELIRSIZ,YUKSEK,1.88,19,0,2,102.0
DONANIM,ORTA,19.78,10,0,1,107.8
YAZILIM,ORTA,2.82,3,0,1,56.6
GUC_KESINTISI,YUKSEK,2.97,8,1,1,91.6
BAGLANTI,KRITIK,21.59,1,0,2,72.4
GUC_KESINTISI,KRITIK,20.04,18,1,0,169.3
BELIRSIZ,ORTA,3.76,9,0,0,167.9
ISINMA,ORTA,16.76,5,0,1,86.4
YAZILIM,ORTA,2.17,7,1,0,61.2
YAZILIM,DUSUK,2.96,5,1,5,63.5
YAZILIM,ORTA,3.69,23,0,0,71.4
BELIRSIZ,ORTA,14.8,1,0,1,79.7
GUC_KESINTISI,ORTA,8.68,6,1,2,136.3
DONANIM,YUKSEK,11.08,17,0,4,232.5
YAZILIM,DUSUK,7.38,4,0,0,65.5
DONANIM,ORTA,10.83,16,1,2,268.5
ISINMA,DUSUK,0.3,12,0,0,142.3
BAGLANTI,KRITIK,24.47,0,0,1,93.8
BELIRSIZ,YUKSEK,7.08,20,0,1,145.9
GUC_KESINTISI,YUKSEK,0.63,1,0,0,178.0
BAGLANTI,ORTA,6.1,3,1,3,87.7
YAZILIM,ORTA,3.9,10,0,1,43.3
BAGLANTI,ORTA,4.82,22,0,3,110.0
GUC_KESINTISI,DUSUK,9.83,0,0,3,127.8
ISINMA,DUSUK,10.27,9,1,1,157.2
GUC_KESINTISI,ORTA,21.11,11,0,1,251.3
YAZILIM,ORTA,13.72,7,0,1,77.4
BAGLANTI,YUKSEK,1.47,13,0,0,75.1
DONANIM,YUKSEK,12.28,8,1,1,141.5
BELIRSIZ,DUSUK,5.08,5,0,2,232.0
BELIRSIZ,DUSUK,17.86,0,0,0,155.7
DONANIM,ORTA,5.34,23,0,0,320.5
GUC_KESINTISI,YUKSEK,5.54,11,0,0,104.4
GUC_KESINTISI,YUKSEK,15.04,11,1,0,101.0
GUC_KESINTISI,YUKSEK,3.34,16,0,3,73.3
BELIRSIZ,YUKSEK,4.83,23,0,2,143.9
BAGLANTI,DUSUK,19.48,8,0,4,123.6
GUC_KESINTISI,YUKSEK,45.0,8,1,2,89.6
BELIRSIZ,YUKSEK,0.6,11,0,2,175.2
YAZILIM,ORTA,5.43,2,1,2,66.2
ISINMA,ORTA,6.75,9,0,1,84.4
YAZILIM,ORTA,3.57,6,1,1,138.5
BELIRSIZ,ORTA,13.59,20,0,5,127.1
GUC_KESINTISI,ORTA,25.63,21,0,0,129.2
GUC_KESINTISI,YUKSEK,9.44,12,0,1,127.4
DONANIM,YUKSEK,1.03,11,0,1,216.2
GUC_KESINTISI,YUKSEK,0.3,20,1,1,57.5
DONANIM,ORTA,0.3,12,1,1,114.2
ISINMA,YUKSEK,0.67,20,1,1,56.3
BAGLANTI,DUSUK,0.3,16,0,4,93.9
ISINMA,YUKSEK,2.59,22,0,3,108.7
ISINMA,YUKSEK,0.3,9,0,1,124.6
GUC_KESINTISI,ORTA,5.18,16,1,1,109.1
BELIRSIZ,DUSUK,1.67,12,0,0,257.3
GUC_KESINTISI,YUKSEK,0.67,18,0,1,67.4
GUC_KESINTISI,KRITIK,5.05,10,0,0,163.6
BELIRSIZ,YUKSEK,10.16,18,0,0,125.3
DONANIM,ORTA,1.85,14,0,3,150.6
GUC_KESINTISI,ORTA,17.68,15,0,1,114.0
ISINMA,ORTA,0.67,9,1,2,207.1
GUC_KESINTISI,YUKSEK,8.69,16,0,4,180.1
BELIRSIZ,KRITIK,5.39,4,0,1,101.1
YAZILIM,YUKSEK,1.85,6,1,2,72.8
ISINMA,YUKSEK,0.69,0,0,3,107.7
GUC_KESINTISI,KRITIK,15.82,16,0,1,125.1
BELIRSIZ,ORTA,38.56,7,0,1,56.2
ISINMA,KRITIK,4.08,8,0,1,96.1
GUC_KESINTISI,KRITIK,14.73,6,1,2,36.7
ISINMA,DUSUK,2.18,22,0,3,141.7
DONANIM,DUSUK,10.74,21,1,2,237.5
DONANIM,DUSUK,31.63,8,0,1,140.0
YAZILIM,DUSUK,2.56,1,0,0,92.7
GUC_KESINTISI,DUSUK,5.29,21,0,3,238.4
BAGLANTI,YUKSEK,1.93,1,0,0,20
ISINMA,YUKSEK,0.5,5,0,1,138.0
GUC_KESINTISI,ORTA,7.41,8,0,2,120.9
YAZILIM,DUSUK,5.89,19,0,1,65.7
DONANIM,YUKSEK,2.12,10,0,1,266.9
DONANIM,ORTA,1.68,3,0,0,321.8
ISINMA,KRITIK,1.31,3,0,0,118.9
GUC_KESINTISI,YUKSEK,5.67,15,1,1,218.2
ISINMA,YUKSEK,12.34,0,0,2,148.8
YAZILIM,DUSUK,1.85,3,0,0,76.7
ISINMA,YUKSEK,15.33,17,0,2,129.8
BAGLANTI,KRITIK,3.86,8,1,1,84.8
GUC_KESINTISI,YUKSEK,13.54,14,1,1,143.4
DONANIM,YUKSEK,4.31,11,1,2,304.3
DONANIM,YUKSEK,4.95,12,0,1,144.3
ISINMA,YUKSEK,0.3,15,0,0,113.8
YAZILIM,DUSUK,6.94,21,0,0,43.4
YAZILIM,ORTA,0.85,7,1,1,56.3
ISINMA,YUKSEK,1.54,9,0,1,115.4
BELIRSIZ,YUKSEK,9.97,18,0,1,144.4
YAZILIM,KRITIK,10.82,0,0,1,62.1
DONANIM,ORTA,0.4,11,0,0,181.7
ISINMA,ORTA,1.16,22,0,1,93.8
YAZILIM,YUKSEK,0.92,3,0,3,86.5
BAGLANTI,ORTA,7.05,18,0,0,93.2
BAGLANTI,KRITIK,8.05,4,0,1,45.1
ISINMA,DUSUK,1.74,21,0,2,128.3
DONANIM,YUKSEK,6.64,18,0,1,209.5
BAGLANTI,KRITIK,1.56,15,0,0,64.0
BELIRSIZ,YUKSEK,6.35,19,1,1,122.1
DONANIM,ORTA,20.94,0,1,1,235.3
BAGLANTI,ORTA,11.02,2,1,3,91.8
YAZILIM,ORTA,12.07,15,0,4,59.6
GUC_KESINTISI,YUKSEK,29.66,19,0,1,145.1
BAGLANTI,YUKSEK,6.03,23,0,0,224.5
BELIRSIZ,ORTA,13.41,3,0,0,95.9
DONANIM,KRITIK,0.68,23,1,1,175.3
ISINMA,ORTA,2.26,6,1,4,122.7
BELIRSIZ,ORTA,0.95,9,0,3,230.6
BELIRSIZ,DUSUK,2.52,10,0,0,213.7
BELIRSIZ,DUSUK,4.62,4,0,0,133.7
BELIRSIZ,DUSUK,10.63,22,0,1,47.9
YAZILIM,ORTA,1.9,14,0,2,63.5
DONANIM,DUSUK,5.62,8,0,6,209.6
BAGLANTI,YUKSEK,4.95,22,1,0,99.2
GUC_KESINTISI,YUKSEK,0.73,8,1,1,191.2
DONANIM,ORTA,2.8,8,1,1,200.9
GUC_KESINTISI,KRITIK,29.92,3,0,0,121.5
YAZILIM,YUKSEK,1.46,3,1,0,54.2
ISINMA,ORTA,1.69,11,1,0,142.0
BAGLANTI,KRITIK,22.99,21,1,0,102.9
ISINMA,ORTA,1.79,12,0,1,86.0
BAGLANTI,YUKSEK,12.06,20,0,1,138.0
DONANIM,ORTA,1.76,19,0,1,89.0
BAGLANTI,ORTA,2.01,9,0,1,60.8
GUC_KESINTISI,DUSUK,7.52,5,0,1,193.4
BELIRSIZ,DUSUK,0.72,17,1,0,127.0
ISINMA,ORTA,16.26,18,0,2,124.7
DONANIM,DUSUK,1.83,3,0,0,214.2
BELIRSIZ,DUSUK,0.3,6,1,0,146.8
BELIRSIZ,ORTA,7.29,16,0,0,89.7
YAZILIM,ORTA,0.92,3,0,3,110.3
BELIRSIZ,DUSUK,3.5,1,1,1,152.1
BELIRSIZ,DUSUK,10.02,12,0,1,207.0
DONANIM,ORTA,1.83,20,0,1,124.3
YAZILIM,ORTA,13.15,17,0,1,49.0
DONANIM,YUKSEK,0.3,20,1,1,169.2
GUC_KESINTISI,KRITIK,22.17,17,0,1,200.3
GUC_KESINTISI,ORTA,11.74,5,0,1,150.9
YAZILIM,DUSUK,3.42,22,0,0,113.8
BAGLANTI,YUKSEK,26.91,11,0,0,114.5
YAZILIM,YUKSEK,3.54,19,1,1,44.0
BELIRSIZ,ORTA,10.08,7,0,0,146.8
GUC_KESINTISI,ORTA,0.3,5,0,4,162.8
BAGLANTI,DUSUK,0.68,22,0,1,94.1
BELIRSIZ,ORTA,15.77,5,1,0,162.9
DONANIM,ORTA,11.18,19,0,0,206.6
ISINMA,ORTA,3.05,10,0,2,148.4
ISINMA,ORTA,1.28,6,0,0,71.4
YAZILIM,ORTA,12.34,22,0,1,63.3
BAGLANTI,YUKSEK,1.17,4,0,1,87.1
DONANIM,ORTA,0.43,7,1,3,216.1
DONANIM,YUKSEK,2.92,0,0,0,63.8
BAGLANTI,YUKSEK,15.7,1,0,2,109.9
GUC_KESINTISI,ORTA,4.41,12,0,1,187.7
BELIRSIZ,DUSUK,2.33,22,0,1,182.7
BELIRSIZ,ORTA,3.67,19,0,2,127.1
BAGLANTI,ORTA,16.58,18,1,1,98.6
BELIRSIZ,YUKSEK,15.02,21,0,1,100.4
DONANIM,YUKSEK,7.47,22,0,1,165.2
YAZILIM,YUKSEK,0.46,9,0,0,57.7
YAZILIM,YUKSEK,32.47,7,0,3,32.6
BELIRSIZ,ORTA,3.45,0,0,3,132.5
GUC_KESINTISI,YUKSEK,0.32,13,0,0,59.3
BELIRSIZ,YUKSEK,4.96,14,1,1,123.3
GUC_KESINTISI,YUKSEK,2.31,0,0,0,163.7
GUC_KESINTISI,YUKSEK,3.46,1,1,2,129.7
DONANIM,ORTA,17.68,11,1,0,185.4
GUC_KESINTISI,DUSUK,12.3,10,0,2,227.4
YAZILIM,YUKSEK,9.51,14,0,0,45.9
ISINMA,ORTA,11.48,11,0,5,133.1
DONANIM,ORTA,7.67,16,1,3,293.1
ISINMA,ORTA,4.5,16,0,2,93.1
BELIRSIZ,YUKSEK,8.91,19,0,0,170.8
BELIRSIZ,YUKSEK,3.8,5,0,1,185.6
YAZILIM,KRITIK,11.61,4,0,3,68.8
YAZILIM,DUSUK,40.53,7,0,2,61.1
ISINMA,DUSUK,2.11,15,0,1,153.4
GUC_KESINTISI,ORTA,0.52,13,1,0,231.8
BAGLANTI,ORTA,3.82,12,0,0,64.9
GUC_KESINTISI,YUKSEK,15.32,3,0,2,104.2
BELIRSIZ,DUSUK,2.91,12,0,0,116.8
GUC_KESINTISI,ORTA,1.99,4,1,2,101.1
ISINMA,YUKSEK,8.35,20,1,0,123.7
YAZILIM,DUSUK,2.37,10,0,0,77.3
ISINMA,DUSUK,1.46,22,0,3,143.4
YAZILIM,DUSUK,3.42,15,1,0,45.6
DONANIM,YUKSEK,1.48,7,0,2,117.4
BAGLANTI,YUKSEK,5.05,1,0,1,71.5
DONANIM,YUKSEK,7.43,3,0,3,160.4
BAGLANTI,YUKSEK,3.95,9,0,2,88.4
YAZILIM,ORTA,0.3,2,1,1,61.1
YAZILIM,YUKSEK,21.71,19,0,2,59.0
GUC_KESINTISI,YUKSEK,6.33,6,0,0,189.0
YAZILIM,DUSUK,15.45,19,0,0,43.3
YAZILIM,ORTA,5.65,14,0,3,95.9
DONANIM,ORTA,3.6,20,1,1,106.0
ISINMA,YUKSEK,10.58,20,0,1,169.9
BAGLANTI,ORTA,8.04,21,0,0,73.7
