signal_strength,packet_loss,temperature,power_status,historical_fault_count,temperature_trend,signal_delta,packet_loss_ma,fault_type
-82.32,4.99,37.17,NORMAL,2,-3.45,1.12,0,YAZILIM
-93.65,22.28,45.04,OUTAGE,2,-0.16,-11.47,29.71,GUC_KESINTISI
-103.75,28.78,28.81,NORMAL,1,-0.66,-11.79,22.53,BAGLANTI
-90.32,1.48,29.23,NORMAL,0,0.13,-0.47,1.69,NORMAL
-100.83,19.19,42.09,OUTAGE,1,0.03,-11.38,36.09,GUC_KESINTISI
-106.9,32.23,36.36,NORMAL,0,-0.37,-13.19,27.25,BAGLANTI
-88.66,1.63,72.53,NORMAL,0,5.04,-0.37,6.62,ISINMA
-91.94,38.75,35.69,OUTAGE,2,0.53,-18.27,18.96,GUC_KESINTISI
-90.34,0.43,42.0,NORMAL,1,0.77,-4.9,0.51,YAZILIM
-90.68,1.21,39.77,NORMAL,0,0.13,0.25,1.53,NORMAL
-97.42,49.19,34.23,UNSTABLE,2,0.42,-8.71,34.74,GUC_KESINTISI
-74.59,1.58,36.72,NORMAL,2,2.33,-5.97,0.35,YAZILIM
-83.37,8.08,79.92,NORMAL,0,2.7,-5.03,2.02,ISINMA
-90.67,0.96,38.0,NORMAL,0,-0.15,-2.76,0.64,NORMAL
-81.09,6.37,42.18,NORMAL,3,-0.27,2.41,1.23,YAZILIM
-67.31,0.82,30.3,NORMAL,1,0.62,0.16,0.39,NORMAL
-75.37,9.23,46.1,NORMAL,3,0.93,-6.87,13.1,YAZILIM
-80.84,0.02,30.61,NORMAL,0,0.17,-0.12,0,NORMAL
-82.81,1.32,35.73,NORMAL,2,0.3,-4.49,1.23,NORMAL
-88.81,3.61,35.43,NORMAL,1,-0.54,-4.51,2.88,NORMAL
-89.03,6.44,95.41,UNSTABLE,2,0.45,-13.06,13.04,DONANIM
-80.57,4.75,26.48,NORMAL,1,0.25,2.54,0,YAZILIM
-95.64,45.72,43.41,NORMAL,1,-0.4,-12.11,45.77,BAGLANTI
-82.27,4.49,75.57,NORMAL,1,5.12,-1.97,4.6,ISINMA
-102.06,44.61,34.22,UNSTABLE,2,-0.52,-13.74,25.54,GUC_KESINTISI
-82.87,1.03,32.89,NORMAL,0,0.21,1.26,0.58,NORMAL
-98.51,24.29,32.14,NORMAL,2,0.24,-9.05,22.58,BAGLANTI
-92.34,18.74,81.28,NORMAL,3,0.66,-6.03,17.93,DONANIM
-104.21,42.65,37.02,NORMAL,1,-0.17,-11.62,45.62,BAGLANTI
-100.29,10.22,26.93,UNSTABLE,0,-0.29,-19.09,25.98,GUC_KESINTISI
-81.45,9.73,37.22,NORMAL,3,1.19,-9.38,11.35,YAZILIM
-104.99,48.68,31.38,NORMAL,1,-0.29,-15.72,44.68,BAGLANTI
-102.82,3.59,78.19,NORMAL,1,2.77,-7.21,4.28,DONANIM
-106.03,22.51,40.4,OUTAGE,1,-0.83,-11.08,13.72,GUC_KESINTISI
-81.14,2.99,75.78,NORMAL,2,4.49,-1.36,4.08,ISINMA
-92.57,1.6,35.5,NORMAL,0,0.28,-1.87,1.78,NORMAL
-94.97,40.03,38.3,UNSTABLE,1,0.51,-18.5,36.78,GUC_KESINTISI
-82.19,0.99,30.63,NORMAL,0,-0.09,0.61,0.68,NORMAL
-68.6,7.33,45.43,NORMAL,3,-1.52,-11.34,7.51,YAZILIM
-99.56,18.31,34.52,NORMAL,1,0.52,-8.34,15.43,BAGLANTI
-73.15,16.05,34.07,NORMAL,2,-1.69,-10.5,21.56,YAZILIM
-107.41,48.25,38.22,OUTAGE,1,1.44,-15.49,40.69,GUC_KESINTISI
-105.62,28.67,29.25,NORMAL,1,0.3,-6.75,29.39,BAGLANTI
-71.38,5.9,31.06,NORMAL,2,3.72,-0.31,5.85,YAZILIM
-89.36,24.37,65.83,NORMAL,2,0.54,-6.38,21.12,DONANIM
-102.27,28.86,29.7,OUTAGE,1,-2.4,-14.3,50.47,GUC_KESINTISI
-86.16,1.9,80.23,NORMAL,1,3.66,-0.41,8.21,ISINMA
-107.98,39.61,41.29,NORMAL,1,0.23,-9.93,35.63,BAGLANTI
-98.25,33.45,38.3,NORMAL,0,0.78,-18.45,35.0,BAGLANTI
-81.13,12.98,74.33,UNSTABLE,2,1.18,-11.87,15.8,DONANIM
-78.88,5.55,72.48,NORMAL,1,5.25,-3.66,0.17,ISINMA
-80.28,0.17,33.49,NORMAL,0,0.32,-2.4,0.22,NORMAL
-86.19,1.43,32.89,NORMAL,0,0.09,2.29,1.41,NORMAL
-105.34,24.85,39.6,NORMAL,1,0.16,-13.5,25.8,BAGLANTI
-79.89,14.43,36.62,NORMAL,2,-0.31,-2.75,5.64,YAZILIM
-93.51,20.27,28.86,OUTAGE,1,0.52,-12.48,31.3,GUC_KESINTISI
-100.97,28.64,39.01,OUTAGE,0,0.4,-13.63,21.3,GUC_KESINTISI
-72.99,4.52,81.26,NORMAL,1,5.51,-2.09,8.71,ISINMA
-91.25,21.1,56.41,NORMAL,2,3.98,-8.49,21.22,DONANIM
-92.07,17.76,71.73,NORMAL,0,-0.07,-6.1,21.65,DONANIM
-96.8,3.81,83.42,NORMAL,1,2.15,-10.06,1.95,DONANIM
-76.07,28.41,65.11,NORMAL,2,3.19,-5.14,33.82,DONANIM
-99.74,10.94,53.03,NORMAL,1,0.31,-2.85,11.43,DONANIM
-90.32,11.68,27.95,NORMAL,2,0.65,4.6,12.38,YAZILIM
-95.64,51.09,37.81,NORMAL,2,-0.25,-12.34,46.85,BAGLANTI
-75.56,4.12,74.63,NORMAL,2,5.58,-1.88,3.97,ISINMA
-80.32,13.16,73.38,NORMAL,1,0.56,-6.81,15.4,DONANIM
-110,23.31,32.65,UNSTABLE,1,0.45,-10.75,57.58,GUC_KESINTISI
-108.46,36.48,47.99,OUTAGE,1,1.09,-7.42,48.17,GUC_KESINTISI
-88.95,1.13,38.3,NORMAL,1,-0.02,-1.68,1.27,NORMAL
-68.63,10.05,40.54,NORMAL,2,-0.54,-5.68,10.19,YAZILIM
-82.69,4.43,30.78,NORMAL,2,-4.07,-6.32,5.21,YAZILIM
-74.96,7.74,81.04,NORMAL,1,4.52,-0.85,0,ISINMA
-82.83,29.94,67.92,NORMAL,0,1.39,-10.82,34.96,DONANIM
-96.41,22.37,76.37,NORMAL,2,2.29,-14.09,20.12,DONANIM
-90.56,32.12,64.58,UNSTABLE,1,1.15,-3.68,32.11,DONANIM
-66.63,6.47,40.94,NORMAL,2,-0.92,1.21,4.34,YAZILIM
-92.59,21.59,44.8,OUTAGE,1,-0.15,-15.0,49.36,GUC_KESINTISI
-80.8,1.27,34.49,NORMAL,1,-0.21,-0.68,0.44,NORMAL
-97.96,32.45,36.58,NORMAL,1,0.34,-12.88,42.26,BAGLANTI
-68.67,10.57,37.9,NORMAL,1,1.16,-8.19,13.4,YAZILIM
-71.12,1.34,30.51,NORMAL,3,-0.6,-0.56,1.13,NORMAL
-73.51,1.14,28.19,NORMAL,0,0.38,-1.15,0.81,NORMAL
-95.96,12.41,29.94,NORMAL,0,1.12,-6.97,3.49,BAGLANTI
-101.66,43.43,37.88,NORMAL,1,-0.44,-15.91,46.03,BAGLANTI
-99.52,51.16,35.1,OUTAGE,0,-0.81,-13.13,20.84,GUC_KESINTISI
-87.47,4.95,33.16,NORMAL,1,-0.45,-0.06,5.53,NORMAL
-81.6,23.5,79.61,NORMAL,1,1.58,-8.21,26.01,DONANIM
-90.57,52.0,28.83,OUTAGE,1,1.82,-9.33,49.65,GUC_KESINTISI
-93.13,0,49.6,OUTAGE,1,0.11,-14.47,38.44,GUC_KESINTISI
-65.28,0,86.92,NORMAL,1,4.88,-1.48,6.36,ISINMA
-80.77,2.7,38.53,NORMAL,1,0.12,-1.16,1.79,NORMAL
-77.76,1.15,37.51,NORMAL,1,-0.19,0.12,1.31,NORMAL
-102.95,36.52,60.52,UNSTABLE,1,0.56,-7.36,33.96,DONANIM
-92.42,10.5,63.7,NORMAL,3,4.94,-14.8,12.8,DONANIM
-92.88,17.08,34.51,NORMAL,2,-2.05,-3.32,22.37,YAZILIM
-82.91,1.15,41.82,NORMAL,1,-0.44,1.98,0.96,NORMAL
-103.24,24.77,76.65,NORMAL,1,3.22,-1.45,28.61,DONANIM
-94.77,25.72,71.54,NORMAL,2,1.91,-13.81,22.01,DONANIM
-85.5,6.06,77.0,NORMAL,1,4.38,-3.74,2.74,ISINMA
-76.24,1.33,30.12,NORMAL,1,-0.5,-0.13,1.24,NORMAL
-81.94,8.75,85.74,NORMAL,1,2.54,-1.94,7.02,ISINMA
-83.74,6.0,80.29,NORMAL,2,4.68,-3.55,7.17,ISINMA
-84.81,8.62,63.01,NORMAL,1,2.18,0.78,8.4,ISINMA
-86.94,1.63,34.63,NORMAL,0,0.36,-2.78,1.0,NORMAL
-75.29,0.87,34.65,NORMAL,0,-0.26,-1.96,1.28,NORMAL
-89.75,0,31.99,NORMAL,0,-0.31,-0.49,0,NORMAL
-78.92,14.69,40.31,NORMAL,3,2.49,4.25,14.2,YAZILIM
-87.78,1.94,37.97,NORMAL,0,-0.47,-0.47,2.25,NORMAL
-72.55,0,91.24,NORMAL,1,3.53,-2.2,5.95,ISINMA
-71.13,0.03,75.3,NORMAL,1,3.18,2.02,7.15,ISINMA
-110,42.72,40.58,OUTAGE,0,0.36,-19.3,19.55,GUC_KESINTISI
-86.72,2.35,79.22,NORMAL,2,2.18,0.99,4.54,ISINMA
-86.36,0.67,32.92,NORMAL,0,-1.08,0.23,0.74,NORMAL
-76.4,6.35,38.73,NORMAL,1,-0.21,2.86,11.81,YAZILIM
-78.02,6.39,71.56,NORMAL,1,3.66,-1.04,4.65,ISINMA
-91.35,13.19,64.71,NORMAL,0,4.79,-1.69,16.32,DONANIM
-67.29,1.46,38.4,NORMAL,0,-0.56,-0.07,0.96,NORMAL
-105.88,26.05,34.78,NORMAL,1,-0.04,-15.14,25.11,BAGLANTI
-101.42,0,34.38,OUTAGE,1,0.12,-17.06,48.22,GUC_KESINTISI
-99.98,25.83,67.38,NORMAL,0,-2.09,-2.55,31.8,DONANIM
-98.78,25.49,76.3,NORMAL,2,1.1,-11.03,22.95,DONANIM
-88.09,15.26,37.39,OUTAGE,0,1.32,-11.41,20.87,GUC_KESINTISI
-96.03,36.28,38.62,NORMAL,0,-0.36,-2.13,29.95,BAGLANTI
-73.64,11.83,37.02,NORMAL,2,2.45,7.42,13.98,YAZILIM
-96.98,18.82,41.07,NORMAL,0,-0.56,-17.28,20.4,BAGLANTI
-77.77,10.7,42.09,NORMAL,1,-1.18,-3.47,15.42,YAZILIM
-99.21,37.19,34.43,OUTAGE,0,0.9,-11.51,52.95,GUC_KESINTISI
-79.92,10.52,29.93,NORMAL,2,-0.25,-0.99,11.82,YAZILIM
-92.17,16.86,56.6,UNSTABLE,0,-2.63,-0.43,22.9,DONANIM
-97.59,25.44,37.1,OUTAGE,0,2.3,-15.42,28.74,GUC_KESINTISI
-75.96,1.01,31.68,NORMAL,4,1.1,-2.14,0,YAZILIM
-70.73,23.32,32.62,NORMAL,3,-0.41,-2.0,27.54,YAZILIM
-76.56,1.4,33.69,NORMAL,0,0.62,0.86,0.99,NORMAL
-99.04,0,31.55,OUTAGE,1,0.3,-15.61,34.93,GUC_KESINTISI
-100.29,30.59,69.08,NORMAL,0,2.58,-2.27,28.47,DONANIM
-82.93,4.9,79.93,NORMAL,1,5.03,1.75,6.67,ISINMA
-56.25,5.53,29.29,NORMAL,3,0.49,-0.83,4.6,YAZILIM
-80.47,22.94,68.33,NORMAL,2,3.05,-7.12,17.61,DONANIM
-93.89,28.61,42.3,NORMAL,1,-0.08,-6.09,29.85,BAGLANTI
-95.94,27.52,35.54,OUTAGE,2,1.46,-11.91,26.5,GUC_KESINTISI
-100.74,34.22,30.69,NORMAL,2,0.51,-13.81,30.44,BAGLANTI
-95.54,0.65,29.26,NORMAL,0,-0.8,-2.25,0.18,NORMAL
-102.81,45.31,33.8,NORMAL,2,-0.72,-3.9,50.84,BAGLANTI
-84.62,21.31,32.03,NORMAL,2,-0.01,-8.94,20.55,BAGLANTI
-78.36,0.84,33.02,NORMAL,0,0.18,1.64,0.85,NORMAL
-78.27,5.53,68.06,NORMAL,1,3.49,-3.04,3.95,ISINMA
-102.21,13.73,38.49,OUTAGE,1,1.39,-20.31,41.22,GUC_KESINTISI
-69.89,2.93,31.61,NORMAL,1,-0.63,-0.33,2.85,NORMAL
-85.82,0,79.01,NORMAL,0,4.68,-3.28,8.1,ISINMA
-96.39,20.9,40.69,OUTAGE,1,0.39,-15.6,31.41,GUC_KESINTISI
-50.24,4.68,29.34,NORMAL,4,-1.62,-0.64,11.68,YAZILIM
-94.42,9.5,63.13,NORMAL,1,-1.07,-13.54,15.04,DONANIM
-95.7,4.81,35.39,NORMAL,3,-3.21,0.07,2.71,YAZILIM
-79.97,3.71,83.11,NORMAL,1,3.49,-1.01,3.97,ISINMA
-69.78,1.04,39.01,NORMAL,0,-0.37,-1.01,1.49,NORMAL
-78.72,0,40.44,NORMAL,2,-1.03,-2.87,2.68,YAZILIM
-85.93,11.06,76.4,NORMAL,1,3.57,-10.62,5.86,DONANIM
-64.68,4.23,35.13,NORMAL,2,-2.03,8.92,13.2,YAZILIM
-84.95,1.71,81.1,NORMAL,2,5.34,-2.31,3.99,ISINMA
-101.67,37.61,38.01,NORMAL,2,0.21,-7.9,40.98,BAGLANTI
-79.98,3.4,74.31,NORMAL,2,2.51,-2.65,0,ISINMA
-90.78,8.36,40.64,NORMAL,2,-1.45,-1.16,5.48,YAZILIM
-73.41,5.67,36.5,NORMAL,4,3.9,-1.67,1.94,YAZILIM
-107.7,51.67,30.94,UNSTABLE,1,-1.1,-13.44,0.09,GUC_KESINTISI
-94.11,18.91,39.91,UNSTABLE,1,-0.98,-10.99,23.26,GUC_KESINTISI
-94.57,42.91,44.92,OUTAGE,2,0.24,-6.27,37.89,GUC_KESINTISI
-82.66,4.47,75.12,NORMAL,2,4.64,-1.69,7.49,ISINMA
-86.75,1.08,36.5,NORMAL,0,0.21,2.61,0.75,NORMAL
-79.63,1.09,31.86,NORMAL,0,0.25,-0.03,1.13,NORMAL
-80.31,9.68,40.37,NORMAL,1,0.33,2.7,14.48,YAZILIM
-76.44,1.25,63.99,NORMAL,3,2.06,2.72,2.05,ISINMA
-82.4,7.62,72.75,NORMAL,1,1.92,-5.49,8.92,ISINMA
-85.23,0.55,34.07,NORMAL,0,-0.0,0.76,0.61,NORMAL
-104.91,35.41,35.49,NORMAL,0,0.42,-12.25,35.65,BAGLANTI
-81.5,8.52,73.05,NORMAL,1,1.49,-6.22,7.66,ISINMA
-75.2,10.43,39.23,NORMAL,2,1.32,-5.17,16.3,YAZILIM
-90.47,11.3,53.46,NORMAL,3,-0.95,-10.73,17.68,DONANIM
-80.02,16.84,42.01,NORMAL,3,-1.67,8.0,12.46,YAZILIM
-103.58,4.39,35.35,UNSTABLE,1,1.96,-14.67,22.6,GUC_KESINTISI
-104.11,27.95,34.29,OUTAGE,1,-0.01,-18.27,60.4,GUC_KESINTISI
-90.31,41.4,37.04,NORMAL,2,-0.07,-7.29,42.43,BAGLANTI
-90.66,17.82,41.38,OUTAGE,1,1.23,-10.04,17.33,GUC_KESINTISI
-90.53,54.47,42.09,OUTAGE,2,-0.25,-12.92,28.67,GUC_KESINTISI
-104.16,9.19,40.52,OUTAGE,1,1.34,-13.88,39.82,GUC_KESINTISI
-69.87,10.24,37.66,NORMAL,0,-0.54,-4.8,7.16,YAZILIM
-98.11,0.13,35.71,NORMAL,0,0.22,1.11,0.12,NORMAL
-99.79,32.93,37.16,NORMAL,1,-0.38,-19.85,27.08,BAGLANTI
-85.99,26.96,38.46,UNSTABLE,0,-0.11,-13.77,22.12,GUC_KESINTISI
-92.07,20.03,67.94,NORMAL,0,0.04,-6.66,24.54,DONANIM
-76.45,5.0,72.81,NORMAL,1,3.03,-1.92,5.1,ISINMA
-100.4,16.44,33.03,NORMAL,2,0.2,-14.09,13.13,BAGLANTI
-78.94,12.49,74.41,NORMAL,2,3.23,-5.63,7.36,ISINMA
-108.31,23.91,38.41,UNSTABLE,1,0.3,-2.54,35.64,GUC_KESINTISI
-77.95,8.35,74.81,NORMAL,1,5.36,-0.35,3.52,ISINMA
-105.02,37.26,38.61,NORMAL,2,-0.11,-12.6,33.61,BAGLANTI
-92.0,14.36,50.32,NORMAL,2,0.79,-12.88,16.72,DONANIM
-63.03,8.33,42.36,NORMAL,3,-1.53,-2.0,8.47,YAZILIM
-96.84,32.73,35.57,OUTAGE,2,1.3,-17.35,41.2,GUC_KESINTISI
-72.6,1.23,27.17,NORMAL,0,0.7,3.19,1.4,NORMAL
-93.46,48.0,37.73,UNSTABLE,2,-0.35,-12.8,30.85,GUC_KESINTISI
-97.04,25.29,32.46,OUTAGE,2,0.09,-12.68,24.39,GUC_KESINTISI
-92.04,16.28,80.78,NORMAL,2,1.29,-8.07,15.79,DONANIM
-102.17,33.87,31.19,UNSTABLE,1,0.36,-12.41,23.64,GUC_KESINTISI
-107.17,7.22,42.87,OUTAGE,0,1.62,-13.93,22.75,GUC_KESINTISI
-97.79,19.09,35.9,OUTAGE,0,1.11,-24.48,27.58,GUC_KESINTISI
-87.01,11.71,68.46,NORMAL,1,4.39,-3.96,10.21,ISINMA
-95.63,22.57,32.22,UNSTABLE,0,0.16,-13.91,19.59,GUC_KESINTISI
-81.6,1.81,43.32,NORMAL,1,-0.83,6.11,4.5,YAZILIM
-91.45,14.87,78.15,UNSTABLE,2,0.62,0.33,12.27,DONANIM
-78.36,18.17,35.44,NORMAL,2,-2.51,-4.91,18.66,YAZILIM
-91.8,1.4,34.96,NORMAL,2,-0.15,1.9,1.59,NORMAL
-73.81,4.89,78.54,NORMAL,1,5.67,-1.68,6.51,ISINMA
-75.23,8.21,94.41,NORMAL,3,2.63,-0.91,6.21,ISINMA
-72.24,10.59,38.43,NORMAL,4,1.06,1.6,14.99,YAZILIM
-76.77,7.39,72.73,NORMAL,0,4.56,-4.25,2.64,ISINMA
-74.38,20.29,42.34,NORMAL,3,0.54,2.68,18.98,YAZILIM
-110,44.71,43.1,OUTAGE,2,1.09,-13.24,1.18,GUC_KESINTISI
-79.19,2.16,37.48,NORMAL,0,-0.28,-1.25,2.45,NORMAL
-98.43,8.76,33.45,NORMAL,1,1.6,-3.82,6.51,YAZILIM
-90.16,41.57,42.72,UNSTABLE,0,1.11,-23.05,24.48,GUC_KESINTISI
-75.6,2.8,80.99,NORMAL,0,4.79,1.68,6.43,ISINMA
-82.96,0,86.7,NORMAL,1,5.36,-1.1,3.67,ISINMA
-79.03,0.84,28.38,NORMAL,0,-0.1,1.93,1.01,NORMAL
-80.56,3.81,77.04,NORMAL,1,3.38,-2.88,2.35,ISINMA
-62.12,2.78,98,NORMAL,1,4.42,-0.75,11.39,ISINMA
-98.32,0.61,39.23,NORMAL,0,-0.04,0.11,0.31,NORMAL
-101.08,32.84,64.97,UNSTABLE,0,3.47,-5.18,31.48,DONANIM
-65.33,15.23,42.56,NORMAL,3,-1.53,3.43,21.04,YAZILIM
-96.19,33.45,34.38,NORMAL,1,0.21,-1.4,31.29,BAGLANTI
-93.71,34.94,34.14,NORMAL,0,-0.55,-12.72,36.85,BAGLANTI
-82.82,0.72,31.2,NORMAL,1,-0.16,-0.99,0.49,NORMAL
-89.72,1.64,29.53,NORMAL,1,-0.09,0.35,1.83,NORMAL
-92.77,0.63,26.88,NORMAL,1,0.25,-0.39,0.91,NORMAL
-85.77,11.21,42.22,NORMAL,2,0.33,0.39,19.96,YAZILIM
-90.47,1.24,37.77,NORMAL,1,-0.13,-2.4,1.11,NORMAL
-91.27,1.0,41.9,NORMAL,0,-0.21,2.04,0.86,NORMAL
-83.81,1.26,39.78,NORMAL,0,-0.86,0.45,1.33,NORMAL
-98.67,14.48,81.12,NORMAL,2,2.52,-12.02,12.0,DONANIM
-109.01,39.48,34.09,NORMAL,1,-0.3,-10.95,36.59,BAGLANTI
-91.9,0.77,35.73,NORMAL,1,-0.16,-1.58,0.51,NORMAL
-99.85,11.5,31.17,OUTAGE,2,-0.05,-14.55,31.25,GUC_KESINTISI
-99.83,14.98,60.57,NORMAL,2,2.09,-3.07,13.68,DONANIM
-96.74,1.68,30.76,NORMAL,0,0.43,1.6,1.7,NORMAL
-97.65,24.24,72.22,NORMAL,2,1.16,-10.41,25.9,DONANIM
-98.12,8.75,63.36,NORMAL,3,3.26,-6.53,3.89,DONANIM
-91.27,6.87,34.55,NORMAL,3,0.49,0.73,6.69,YAZILIM
-94.94,20.43,39.19,NORMAL,0,0.37,-12.24,24.67,BAGLANTI
-76.54,1.16,39.15,NORMAL,0,0.2,-1.36,0.7,NORMAL
-68.71,9.65,42.67,NORMAL,1,-1.36,7.98,10.71,YAZILIM
-67.14,8.85,30.47,NORMAL,2,-0.47,0.03,10.52,YAZILIM
-73.86,6.08,31.19,NORMAL,3,-3.82,-4.02,11.67,YAZILIM
-80.84,1.0,37.48,NORMAL,0,-0.1,2.64,1.05,NORMAL
-92.36,22.8,41.91,UNSTABLE,1,0.74,-14.33,3.41,GUC_KESINTISI
-90.73,0.77,37.76,NORMAL,1,-0.21,-0.21,1.43,NORMAL
-89.21,24.05,35.23,NORMAL,2,-0.04,-5.57,21.45,BAGLANTI
-84.34,4.54,36.88,NORMAL,4,1.84,3.21,7.3,YAZILIM
-101.69,26.96,35.6,NORMAL,0,0.4,-9.84,20.31,BAGLANTI
-90.5,33.25,73.55,NORMAL,2,2.33,-7.8,37.81,DONANIM
-83.05,11.46,28.36,NORMAL,2,1.96,-8.85,8.04,YAZILIM
-107.99,27.7,37.45,OUTAGE,0,-0.54,-16.02,15.87,GUC_KESINTISI
-80.12,0.59,45.91,NORMAL,0,-0.4,0.29,0.32,NORMAL
-90.02,21.59,42.31,NORMAL,1,-0.9,-12.92,25.39,YAZILIM
-104.58,43.06,30.19,NORMAL,0,-0.24,-1.98,38.58,BAGLANTI
-70.36,0.58,39.98,NORMAL,2,0.59,5.43,0,YAZILIM
-68.19,9.9,63.84,NORMAL,1,-3.34,-6.24,9.23,DONANIM
-82.31,2.11,41.22,NORMAL,2,-3.23,-7.8,3.11,YAZILIM
-84.5,6.0,82.75,NORMAL,1,4.57,0.15,9.86,ISINMA
-86.81,24.27,73.64,NORMAL,3,0.25,-3.73,24.6,DONANIM
-81.52,28.19,54.53,NORMAL,0,-0.9,-4.96,26.98,DONANIM
-85.5,3.3,33.0,NORMAL,1,-0.7,0.02,2.22,NORMAL
-94.96,0.86,36.45,NORMAL,1,0.03,-2.1,0.88,NORMAL
-84.14,31.27,36.39,NORMAL,0,-1.02,-12.94,35.61,BAGLANTI
-92.86,34.1,34.52,OUTAGE,1,1.9,-18.62,29.01,GUC_KESINTISI
-88.11,8.74,77.33,NORMAL,0,4.06,-1.07,7.18,ISINMA
-91.05,16.27,36.98,NORMAL,1,-0.45,-18.29,12.3,BAGLANTI
-88.27,9.39,90.32,NORMAL,1,5.4,-2.13,3.61,ISINMA
-105.29,25.56,39.02,UNSTABLE,2,-0.47,-9.1,12.99,GUC_KESINTISI
-74.2,2.43,34.97,NORMAL,0,0.08,-1.24,1.79,NORMAL
-66.54,2.78,83.8,NORMAL,2,3.05,-3.4,5.47,ISINMA
-86.27,13.7,70.21,UNSTABLE,0,3.89,-6.96,11.4,DONANIM
-88.08,36.62,40.52,OUTAGE,1,1.32,-13.68,31.3,GUC_KESINTISI
-95.46,19.77,21.89,OUTAGE,1,-0.27,-16.01,0,GUC_KESINTISI
-79.47,0,87.19,NORMAL,1,5.27,-4.16,6.82,ISINMA
-99.0,15.72,78.02,NORMAL,1,2.18,-8.22,18.55,DONANIM
-61.48,7.57,85.88,NORMAL,1,3.24,-2.87,5.08,ISINMA
-102.33,23.5,36.1,NORMAL,0,0.88,-8.76,21.63,BAGLANTI
-98.82,35.36,34.25,NORMAL,2,-0.14,-8.65,33.43,BAGLANTI
-105.5,43.08,35.35,OUTAGE,0,-0.67,-13.19,29.89,GUC_KESINTISI
-95.97,4.74,79.19,NORMAL,1,3.68,-9.71,1.08,DONANIM
-86.79,0.91,30.95,NORMAL,0,-0.24,-3.88,1.06,NORMAL
-105.68,27.98,41.42,UNSTABLE,0,-0.48,-10.47,23.55,GUC_KESINTISI
-92.87,5.07,79.39,NORMAL,1,2.27,-2.04,5.85,ISINMA
-89.08,35.54,33.43,NORMAL,2,0.42,-8.03,35.62,BAGLANTI
-93.98,33.15,38.18,OUTAGE,1,0.86,-16.52,37.5,GUC_KESINTISI
-95.03,37.65,35.71,OUTAGE,0,1.36,-19.29,19.5,GUC_KESINTISI
-72.63,0.9,42.34,NORMAL,0,-0.47,-0.37,1.87,NORMAL
-91.64,31.41,75.85,NORMAL,1,1.09,-4.56,35.25,DONANIM
-76.74,2.31,35.99,NORMAL,1,-3.12,8.35,6.81,YAZILIM
-90.77,41.92,35.49,NORMAL,2,-0.59,-6.95,37.63,BAGLANTI
-105.45,27.39,39.12,OUTAGE,0,0.39,-11.76,32.22,GUC_KESINTISI
-103.49,42.9,38.57,OUTAGE,0,0.29,-21.77,19.6,GUC_KESINTISI
-108.17,30.33,35.69,NORMAL,2,-0.16,-12.78,24.42,BAGLANTI
-93.34,29.28,72.9,NORMAL,0,-1.03,-10.57,28.91,DONANIM
-77.18,0.44,37.27,NORMAL,0,-1.31,-0.91,0.17,NORMAL
-85.35,8.46,36.45,OUTAGE,2,1.0,-13.01,27.5,GUC_KESINTISI
-92.39,1.67,32.71,NORMAL,2,0.25,-1.75,1.42,NORMAL
-87.23,33.5,30.52,UNSTABLE,0,0.38,-16.95,34.7,GUC_KESINTISI
-85.7,0.37,34.5,NORMAL,0,0.92,1.42,0.68,NORMAL
-110,17.69,33.99,UNSTABLE,0,0.27,-18.67,19.38,GUC_KESINTISI
-93.45,0,45.83,OUTAGE,0,-0.87,-18.49,48.05,GUC_KESINTISI
-87.48,26.99,67.82,NORMAL,0,1.88,-1.21,26.96,DONANIM
-103.41,34.32,43.08,NORMAL,1,-0.5,-14.37,36.52,BAGLANTI
-90.81,6.84,79.46,NORMAL,0,4.4,-3.61,1.16,ISINMA
-103.66,41.34,37.6,NORMAL,1,-0.26,-4.16,40.32,BAGLANTI
-65.59,1.1,33.51,NORMAL,1,-0.25,-2.01,1.19,NORMAL
-89.98,18.51,82.24,NORMAL,0,-1.1,-7.98,16.78,DONANIM
-110,38.16,36.52,OUTAGE,0,1.31,-10.14,27.41,GUC_KESINTISI
-62.37,8.17,45.89,NORMAL,0,-1.54,0.5,6.49,YAZILIM
-73.45,0.9,25.91,NORMAL,0,-0.89,-0.33,0.89,NORMAL
-102.01,40.02,30.28,NORMAL,0,-0.05,-14.94,42.64,BAGLANTI
-76.42,11.61,33.26,NORMAL,2,-0.51,1.6,13.94,YAZILIM
-77.28,10.08,43.14,NORMAL,2,-0.3,-6.1,11.43,YAZILIM
-78.19,28.89,46.54,UNSTABLE,2,1.26,-17.17,0,GUC_KESINTISI
-98.54,30.92,29.63,NORMAL,1,-0.02,-6.41,31.99,BAGLANTI
-101.64,23.5,39.77,NORMAL,2,0.47,-9.43,27.54,BAGLANTI
-91.96,0.6,36.76,NORMAL,0,0.58,0.33,0.22,NORMAL
-76.78,2.57,34.76,NORMAL,1,0.32,-3.36,3.39,YAZILIM
-94.55,37.2,35.61,NORMAL,0,0.17,-3.89,37.66,BAGLANTI
-100.52,33.9,46.83,OUTAGE,0,0.31,-21.37,47.01,GUC_KESINTISI
-92.16,23.76,81.83,NORMAL,2,3.76,-12.79,22.09,DONANIM
-92.31,18.34,68.07,NORMAL,2,2.6,-12.6,17.67,DONANIM
-102.87,17.39,36.67,UNSTABLE,0,1.11,-14.43,25.78,GUC_KESINTISI
